file_name,startup_name,industry,business_model,founder_name,founder_linkedin,extraction_method
Jumbaya Pitch Deck_27-Nov-2024_.pdf,Jumbaya,EdTech,B2B,Nachiket Gandhi,,gemini
Jumbaya Pitch Deck_27-Nov-2024_.pdf,Jumbaya,EdTech,B2B,Aditya G V,,gemini
Jumbaya Pitch Deck_27-Nov-2024_.pdf,Jumbaya,EdTech,B2B,Arunabh Trivedi,,gemini
Kaagaz AI Deck - 29Jul25.pdf,Kaagaz,SaaS,B2C,Snehanshu,,gemini
Kaagaz AI Deck - 29Jul25.pdf,Kaagaz,SaaS,B2C,Tamanjit,,gemini
Kaagaz AI Deck - 29Jul25.pdf,Kaagaz,SaaS,B2C,Gaurav,,gemini
KAAM CONNECT INVESTOR PITCH5.pdf,Kaam Connect,Gig Economy,B2B2C,Ansh Agrawal,,gemini
Kabadi Man Pitch Deck  INV.pdf,Kabadi Man,Waste Management,B2C,Siddharth Mutkekar,,gemini
Kabadi Man Pitch Deck  INV.pdf,Kabadi Man,Waste Management,B2C,Chinmay Maddinmath,,gemini
Kabadi Man Pitch Deck .pdf,KABADI MAN,Waste Management,B2C,Chinmay Maddinmath,,gemini
Kabadi Man Pitch Deck .pdf,KABADI MAN,Waste Management,B2C,Siddharth Mutkekar,,gemini
Kargetu_Pitch_Deck - Narendra Patidar.pdf,Kargetu Urban Mobility,Urban Mobility Technology,B2B,Paras Patidar,,gemini
Kargetu_Pitch_Deck - Narendra Patidar.pdf,Kargetu Urban Mobility,Urban Mobility Technology,B2B,Narendra Patidar,,gemini
Kharidhar-shopping pool -1_compressed-1739940021824 - Kharidhar 1600.pdf,Kharidhar,E-commerce,B2B,Sourabh Sancheti,,gemini
Kharidhar-shopping pool -1_compressed-1739940021824 - Kharidhar 1600.pdf,Kharidhar,E-commerce,B2B,Ashok Raj,,gemini
Kharidhar-shopping pool -1_compressed-1739940021824 - Kharidhar 1600.pdf,Kharidhar,E-commerce,B2B,Subramaniyam R,,gemini
Kharidhar-shopping pool -1_compressed-1739940021824 - Kharidhar 1600.pdf,Kharidhar,E-commerce,B2B,Balwant Raj,,gemini
Kibi Sports.pdf,KIBI SPORTS,Sports Tech,"B2C, B2B, B2G",Sagar Rai,,gemini
Kivi -Pitchdeck.pdf,KiVi,"AgriTech, FinTech","B2B, B2C",Joby CO,,gemini
Kivi -Pitchdeck.pdf,KiVi,"AgriTech, FinTech","B2B, B2C",Padmakumar K,,gemini
Kivi -Pitchdeck.pdf,KiVi,"AgriTech, FinTech","B2B, B2C",Rajendra Kumar,,gemini
Kivi -Pitchdeck.pdf,KiVi,"AgriTech, FinTech","B2B, B2C",Salil Nair,,gemini
Kivi -Pitchdeck.pdf,KiVi,"AgriTech, FinTech","B2B, B2C",Manoj Ramaswamy,,gemini
KiVi_Deck.pdf,KiVi,Agri-FinTech,B2B2C,Joby CO,,gemini
KiVi_Deck.pdf,KiVi,Agri-FinTech,B2B2C,Padmakumar K,,gemini
KiVi_Deck.pdf,KiVi,Agri-FinTech,B2B2C,Rajendra Kumar,,gemini
KiVi_Deck.pdf,KiVi,Agri-FinTech,B2B2C,Salil Nair,,gemini
KiVi_Deck.pdf,KiVi,Agri-FinTech,B2B2C,Manoj Ramaswamy,,gemini
KlearStack - Pitch Deck (1).pdf,KlearStack,"AI/ML, SaaS, Compliance Tech",SaaS,Ashutosh Saitwal,,gemini
Klub V1.2.pdf,Klub,Creator Economy / Digital Products Marketplace,B2C / Marketplace,Aksshat Khanna,,gemini
Klub V1.2.pdf,Klub,Creator Economy / Digital Products Marketplace,B2C / Marketplace,Tanishq Uppal,,gemini
Klub V1.2.pdf,Klub,Creator Economy / Digital Products Marketplace,B2C / Marketplace,Aakash Sharma,,gemini
Know Connections_Deck_compressed.pdf,Know Connections,"SaaS, AI/ML","B2B, B2C, SaaS",Praveen K C Reddy,,gemini
Koinpark Deck.pdf,,"FinTech, Crypto Trading",B2C,,,gemini
Kolo_Feb.pdf,Kolo,Home Construction & Interior Design Marketplace,Marketplace,Jery,,gemini
Kolo_Feb.pdf,Kolo,Home Construction & Interior Design Marketplace,Marketplace,Pranav,,gemini
Kolo_Feb.pdf,Kolo,Home Construction & Interior Design Marketplace,Marketplace,Vivek,,gemini
Kolo_Feb.pdf,Kolo,Home Construction & Interior Design Marketplace,Marketplace,Aayush,,gemini
Kompli  Pitch Deck.pdf,kompli,FinTech/SaaS,B2B2C,Rohit Lohade,,gemini
Kompli  Pitch Deck.pdf,kompli,FinTech/SaaS,B2B2C,Rishi A,,gemini
Kompli  Pitch Deck.pdf,kompli,FinTech/SaaS,B2B2C,Anirudh Varma,,gemini
"Koshiqa Deck - Seed, May 2025.pdf",Koshiqa,HealthTech,B2C,Mrinal Tambi,,gemini
"Koshiqa Deck - Seed, May 2025.pdf",Koshiqa,HealthTech,B2C,Parikshit Sharma,,gemini
Koshiqa Deck.pdf,Koshiqa,HealthTech,B2B2C,Mrinal Tambi,,gemini
Koshiqa Deck.pdf,Koshiqa,HealthTech,B2B2C,Parikshit Sharma,,gemini
Kozyclan_Deck.pdf,Kozyclan,"Social Experiences, Gaming, Travel, Events",B2C,Harsh Bhushan,,gemini
Kozyclan_Deck.pdf,Kozyclan,"Social Experiences, Gaming, Travel, Events",B2C,Shanu Singh,,gemini
Kozyclan_Deck.pdf,Kozyclan,"Social Experiences, Gaming, Travel, Events",B2C,Yash kaushal,,gemini
Kozyclan_Deck.pdf,Kozyclan,"Social Experiences, Gaming, Travel, Events",B2C,Mukund Thakur,,gemini
Kredily Investor Teaser - May 2025 (1).pdf,KREDILY,"AI/ML, SaaS, FinTech, HR Tech","Freemium-Led Growth, B2B",Devendra Khandegar,,gemini
Kredily Investor Teaser - May 2025 (1).pdf,KREDILY,"AI/ML, SaaS, FinTech, HR Tech","Freemium-Led Growth, B2B",Sumit Mandal,,gemini
Lal10_Investment Deck.pdf,Lal10,Fashion Manufacturing Tech Supply Chain,B2B,Maneet Gohil,,gemini
Lal10_Investment Deck.pdf,Lal10,Fashion Manufacturing Tech Supply Chain,B2B,Sanchit Govil,,gemini
Lal10_Investment Deck.pdf,Lal10,Fashion Manufacturing Tech Supply Chain,B2B,Albin Jose,,gemini
Lama.pdf,Lama,HealthTech,B2C,,,gemini
LAMi Investor Pitch deck_ 23rdMarch2024 (7) (1).pdf,LAMI Advance Solutions P Ltd.,"SaaS, AI/ML",B2B2C,SANJIV SOOD,,gemini
LAMi Investor Pitch deck_ 23rdMarch2024 (7) (1).pdf,LAMI Advance Solutions P Ltd.,"SaaS, AI/ML",B2B2C,SAURABH SRIVASTAVA,,gemini
LAMi Investor Pitch deck_ 23rdMarch2024 (7) (1).pdf,LAMI Advance Solutions P Ltd.,"SaaS, AI/ML",B2B2C,VISHAL BANSAL,,gemini
LAMi Investor Pitch deck_ 23rdMarch2024 (7) (1).pdf,LAMI Advance Solutions P Ltd.,"SaaS, AI/ML",B2B2C,SAMEER SINHA,,gemini
LAMi Investor Pitch deck_ 23rdMarch2024 (7) (1).pdf,LAMI Advance Solutions P Ltd.,"SaaS, AI/ML",B2B2C,ANURAG ASTHANA,,gemini
Lancers Club Pitch Deck v12.1 mini.pdf,Unified Platform for Freelancers,SaaS,B2B,Shrihari Shastry,,gemini
Lancers Club Pitch Deck v12.1 mini.pdf,Unified Platform for Freelancers,SaaS,B2B,Ankit Anand,,gemini
Lark - Investor Deck.pdf,Lark Finserv,FinTech,B2B2C,Rohit Pateria,,gemini
Lark - Investor Deck.pdf,Lark Finserv,FinTech,B2B2C,Nikhil Daxini,,gemini
Lark - Investor Deck.pdf,Lark Finserv,FinTech,B2B2C,Saurabh Lohiya,,gemini
Lark - Investor Deck.pdf,Lark Finserv,FinTech,B2B2C,Shivani Tayal,,gemini
Larkai_Deck_capitalCORN (1).pdf,Larkai Healthcare Pvt. Ltd.,HealthTech,B2B,Abhilash Chakraverty,,gemini
Larkai_Deck_capitalCORN (1).pdf,Larkai Healthcare Pvt. Ltd.,HealthTech,B2B,Pritam Dhalla,,gemini
Larkai_Deck_capitalCORN (1).pdf,Larkai Healthcare Pvt. Ltd.,HealthTech,B2B,Rahul Dey,,gemini
Larkai_Deck_capitalCORN (1).pdf,Larkai Healthcare Pvt. Ltd.,HealthTech,B2B,Ritika Khatua,,gemini
Larkai_Deck_capitalCORN.pdf,Larkai Healthcare Pvt. Ltd.,HealthTech,B2B,Abhilash Chakraverty,,gemini
Larkai_Deck_capitalCORN.pdf,Larkai Healthcare Pvt. Ltd.,HealthTech,B2B,Pritam Dhalla,,gemini
Larkai_Deck_capitalCORN.pdf,Larkai Healthcare Pvt. Ltd.,HealthTech,B2B,Rahul Dey,,gemini
Larkai_Deck_capitalCORN.pdf,Larkai Healthcare Pvt. Ltd.,HealthTech,B2B,Ritika Khatua,,gemini
Laundry Lift- Tech Driven Laundry Solution (1).pdf,Laundry Lift,Laundry Services,D2C,,,gemini
LAXIS_ Investor Pitch Deck....pdf,Laxis Retail Private Limited,"E-commerce, Home Goods",D2C,Himanshu Thakur,,gemini
LAXIS_ Investor Pitch Deck....pdf,Laxis Retail Private Limited,"E-commerce, Home Goods",D2C,Vivek Kumar,,gemini
Leadrat Pitchdeck - Dec 2024.pdf,Leadrat,Real Estate CRM / PropTech / SaaS,SaaS,Himanshu Kumar,,gemini
Leadrat Pitchdeck - Dec 2024.pdf,Leadrat,Real Estate CRM / PropTech / SaaS,SaaS,Aashish Kumar,,gemini
Leadrat Pitchdeck - Dec 2024.pdf,Leadrat,Real Estate CRM / PropTech / SaaS,SaaS,Ashutosh Mishra,,gemini
Leadrat Pitchdeck - Dec 2024.pdf,Leadrat,Real Estate CRM / PropTech / SaaS,SaaS,Basabjit Saha,,gemini
Leadrat Pitchdeck Feb 25.pdf,Leadrat,Real Estate CRM / SaaS / PropTech,SaaS,Himanshu Kumar,,gemini
Leadrat Pitchdeck Feb 25.pdf,Leadrat,Real Estate CRM / SaaS / PropTech,SaaS,Aashish Kumar,,gemini
Leadrat Pitchdeck Feb 25.pdf,Leadrat,Real Estate CRM / SaaS / PropTech,SaaS,Ashutosh Mishra,,gemini
Leadrat Pitchdeck Feb 25.pdf,Leadrat,Real Estate CRM / SaaS / PropTech,SaaS,Basabjit Saha,,gemini
LEAPX_AI-Pitch_misfits.pdf,AI agents for digital advertising operations,"AI/ML, Digital Advertising, SaaS",B2B,VISHAL KARAN,,gemini
LEAPX_AI-Pitch_misfits.pdf,AI agents for digital advertising operations,"AI/ML, Digital Advertising, SaaS",B2B,ADITYA MANIK,,gemini
Lear Medical Pitch Deck.pdf,Lear Medical,HealthTech,B2B,YORSHAN NAIDOO,,gemini
Lear Medical Pitch Deck.pdf,Lear Medical,HealthTech,B2B,Dr. VIMAL RAJ,,gemini
Lear Medical Pitch Deck.pdf,Lear Medical,HealthTech,B2B,ROBERT CLAIRE,,gemini
Lear Medical Pitch Deck.pdf,Lear Medical,HealthTech,B2B,Dr. ANUSHA NAIDOO,,gemini
LegalCare Pitchdeck.pdf,LegalCare,LegalTech,B2B2C,Sreerupa Chowdhury,,gemini
LegalCare Pitchdeck.pdf,LegalCare,LegalTech,B2B2C,Tushar Mewara,,gemini
LegalCare Pitchdeck.pdf,LegalCare,LegalTech,B2B2C,Adarsh Lathika,,gemini
LegalCare Pitchdeck.pdf,LegalCare,LegalTech,B2B2C,Nilesh Godle,,gemini
LegalCare Pitchdeck.pdf,LegalCare,LegalTech,B2B2C,BhagyaMohan Konwar,,gemini
Letscrap - Business Update.pdf,Let'scrap,Waste Management,B2C,Amit Gautam,,gemini
Letscrap - Business Update.pdf,Let'scrap,Waste Management,B2C,Anuj Bhatnagar,,gemini
Letscrap - Business Update.pdf,Let'scrap,Waste Management,B2C,Udaibhan Singh,,gemini
Letscrap.pdf,Let'scrap,Waste Management/Recycling,D2C/B2B,Amit Gautam,,gemini
Letscrap.pdf,Let'scrap,Waste Management/Recycling,D2C/B2B,Anuj Bhatnagar,,gemini
Letscrap.pdf,Let'scrap,Waste Management/Recycling,D2C/B2B,Udaibhan Singh,,gemini
Lexapar_Investor Pitch_2025.pdf,Lexapar,LegalTech,B2B,Atishay Garg,,gemini
Lexapar_Investor Pitch_2025.pdf,Lexapar,LegalTech,B2B,Rishi Shroff,,gemini
Lexity AI - May_25.pdf,Error - No Text,,,,,failed
LexProtector-PitchDeck.pdf,LEX PROTECTOR INTERNATIONAL,Intellectual Property Protection,"B2B, B2C",Aurobinda Panda,,gemini
LexProtector-PitchDeck.pdf,LEX PROTECTOR INTERNATIONAL,Intellectual Property Protection,"B2B, B2C",Bhaskar J Mukherjee,,gemini
LexProtector-PitchDeck.pdf,LEX PROTECTOR INTERNATIONAL,Intellectual Property Protection,"B2B, B2C",Siddharth Mathur,,gemini
LexProtector-PitchDeck.pdf,LEX PROTECTOR INTERNATIONAL,Intellectual Property Protection,"B2B, B2C",Atul Patel,,gemini
Lifemart - March25.pdf,Error - No Text,,,,,failed
LIGHT-CreditRevolutiononUPI-PitchDeck.pdf,LIGHT,FinTech,B2C,Srikanth Gundavaram,https://www.linkedin.com/in/Srikanth-gundavaram/,gemini
LIGHT-CreditRevolutiononUPI-PitchDeck.pdf,LIGHT,FinTech,B2C,Vidhi Bhatt,https://www.linkedin.com/in/vidhiabhatt/,gemini
LIGHT-CreditRevolutiononUPI-PitchDeck.pdf,LIGHT,FinTech,B2C,Dev Prajapati,,gemini
LiLLBUD_Pitch Deck.pdf,LiLLBUD,Child Development,D2C,Ayush Bansal,,gemini
LiLLBUD_Pitch Deck.pdf,LiLLBUD,Child Development,D2C,Abhishek Sharma,,gemini
LingoPanda - Mar25.pdf,Lingopanda,EdTech,Freemium,Shubham Maheshwari,,gemini
LingoPanda - Mar25.pdf,Lingopanda,EdTech,Freemium,Mohit Menghani,,gemini
LPG Smart Metering_SST_brief 20250513.pdf,Smart LPG IoT,Energy,B2G/B2B/D2C,Ajay Khandelwal,,gemini
LPG Smart Metering_SST_brief 20250513.pdf,Smart LPG IoT,Energy,B2G/B2B/D2C,Amit Jain,,gemini
LPG Smart Metering_SST_brief 20250513.pdf,Smart LPG IoT,Energy,B2G/B2B/D2C,Apoorva Ranjan,,gemini
LPG Smart Metering_SST_brief 20250513.pdf,Smart LPG IoT,Energy,B2G/B2B/D2C,Puneet Suri,,gemini
LPG Smart Metering_SST_brief 20250513.pdf,Smart LPG IoT,Energy,B2G/B2B/D2C,Gary Smith,,gemini
Lustral Water _ 25.pdf,Lustral Water,"Water Purification, IoT, AI",D2C,Aditya Patnaik,,gemini
Makr Microsystems - Feb_25.pdf,Makr Microsystems Inc.,Semiconductor Metrology,B2B,Dr Ashwin Lal,,gemini
Makr Microsystems - Feb_25.pdf,Makr Microsystems Inc.,Semiconductor Metrology,B2B,Paritosh Kumar,,gemini
MAPATHINK Pitch - Arijeet Sikdar.pdf,MapaThink,TravelTech,B2B,ARIJEET SIKDAR,,gemini
MAPATHINK Pitch - Arijeet Sikdar.pdf,MapaThink,TravelTech,B2B,ALOK RATAN,,gemini
Marmalade - IP - Teaser - vf.pptx (2).pdf,Marmalade Beverages Pvt. Ltd.,Alcoholic Beverages,B2C,Udit Mediratta,,gemini
Marmalade - IP - Teaser - vf.pptx (2).pdf,Marmalade Beverages Pvt. Ltd.,Alcoholic Beverages,B2C,Surojit Bhattacharya,,gemini
MaterialKart.ai - Pitchdeck-v.106sc.pdf,Materialkart,E-commerce/Marketplace/Construction Materials,B2B2C,Smit Gupta,,gemini
MaterialKart.ai - Pitchdeck-v.106sc.pdf,Materialkart,E-commerce/Marketplace/Construction Materials,B2B2C,Manish Garg,,gemini
MaterialKart.ai - Pitchdeck-v.106sc.pdf,Materialkart,E-commerce/Marketplace/Construction Materials,B2B2C,Ujjawal M,,gemini
Maxcalling Software- Company Pitch Deck.pdf,Ice Magic Solution,SaaS,B2C,Yash Sharma,,gemini
Maxcalling Software- Company Pitch Deck.pdf,Ice Magic Solution,SaaS,B2C,Nutan Singh,,gemini
Maxcalling Software- Company Pitch Deck.pdf,Ice Magic Solution,SaaS,B2C,Manika Gaur,,gemini
MBG CARD PITCH DECK APRIL.pdf,MBG Card,SaaS,B2B,Abhinav Utkarsh,,gemini
MBG CARD PITCH DECK APRIL.pdf,MBG Card,SaaS,B2B,Sandeep Dubeyy,,gemini
MBG CARD PITCH DECK APRIL.pdf,MBG Card,SaaS,B2B,Raj Jain,,gemini
MBG CARD PITCH DECK APRIL.pdf,MBG Card,SaaS,B2B,Naman Koshta,,gemini
MBG CARD PITCH DECK APRIL.pdf,MBG Card,SaaS,B2B,Soni Thakral,,gemini
Medinos.pdf,Medino’s,HealthTech,B2C,Abhishek Rangari,,gemini
Medinos.pdf,Medino’s,HealthTech,B2C,Amit Singh,,gemini
Medinos.pdf,Medino’s,HealthTech,B2C,Arpit,,gemini
Medlix_Health_Solutions_deck.pdf,Medlix Health Solutions,Healthcare,B2B2C,D. T. Arasu,,gemini
Medlix_Health_Solutions_deck.pdf,Medlix Health Solutions,Healthcare,B2B2C,Dr. Yogesh Sharma,,gemini
MedsCred - July_25.pdf,MedsCred,HealthTech/FinTech,B2B2C,Hardik Choksi,,gemini
Memeta Pitch Deck.pdf,Memeta,Content Experience,B2B2C,Anshuman Tripathi,,gemini
Memeta Pitch Deck.pdf,Memeta,Content Experience,B2B2C,Mansi Saxena,,gemini
Memeta Pitch Deck.pdf,Memeta,Content Experience,B2B2C,Karan Yadav,,gemini
Memeta Pitch Deck.pdf,Memeta,Content Experience,B2B2C,Vishal Jha,,gemini
menubook- Pitch Deck .pdf,Menubook,FoodTech,B2B,Roshan Kadam,,gemini
menubook- Pitch Deck .pdf,Menubook,FoodTech,B2B,Pulkit Tiwari,,gemini
Merlin Investment Deck 2024.pdf,Merlin,Food Contact Products (FCP),B2C,Sumit Suneja,,gemini
Merlin Investment Deck 2024.pdf,Merlin,Food Contact Products (FCP),B2C,Siddharth Suneja,,gemini
Merlin Investment Deck 2024.pdf,Merlin,Food Contact Products (FCP),B2C,Sahil Rao,,gemini
Merlin Investment Deck 2024.pdf,Merlin,Food Contact Products (FCP),B2C,Pankaj Sogra,,gemini
Merlin Investment Deck 2024.pdf,Merlin,Food Contact Products (FCP),B2C,Dhanraj Tailor,,gemini
Merlin Investment Deck 2024.pdf,Merlin,Food Contact Products (FCP),B2C,Ashmeet Kaur,,gemini
Metfuel Deck.pdf,MetFuel,Green Fuel Solutions / Energy,B2B,MOHIT MANDAN,,gemini
Metfuel Deck.pdf,MetFuel,Green Fuel Solutions / Energy,B2B,KARTIK SHARMA,,gemini
Metfuel Deck.pdf,MetFuel,Green Fuel Solutions / Energy,B2B,PRASANNA KRISHNA,,gemini
MHXP SHOWCASE - PITCH DECK.pdf,MHXP,Real Estate Technology,B2B,Guru Trupti,,gemini
MHXP SHOWCASE - PITCH DECK.pdf,MHXP,Real Estate Technology,B2B,Junaid Huzaifa,,gemini
MHXP SHOWCASE - PITCH DECK.pdf,MHXP,Real Estate Technology,B2B,Sumit Mehra,,gemini
MHXP SHOWCASE - PITCH DECK.pdf,MHXP,Real Estate Technology,B2B,Sagar Patel,,gemini
Micro Talkies - April_25.pdf,Error - No Text,,,,,failed
MicroHeal Pitch-Deck.pdf,heal O gut,"HealthTech, Digital Therapeutics (DTx), AI/ML",B2B2C,Shashank Mishra,,gemini
MicroHeal Pitch-Deck.pdf,heal O gut,"HealthTech, Digital Therapeutics (DTx), AI/ML",B2B2C,Nupur Pamnani,,gemini
MicroHeal Pitch-Deck.pdf,heal O gut,"HealthTech, Digital Therapeutics (DTx), AI/ML",B2B2C,Dr. Deepak Salvi,,gemini
Milo Drive Profile_WC.pdf,Milo Drive,EV Fleet Platform,B2B2C,Vishal Jewrajka,,gemini
Milo Drive Profile_WC.pdf,Milo Drive,EV Fleet Platform,B2B2C,Monil Jayeshkumar Khatri,,gemini
MinAIons Pitch Deck.pdf,minAIons,"AI/ML, SaaS",B2B,ASHISH MITTAL,,gemini
MinAIons Pitch Deck.pdf,minAIons,"AI/ML, SaaS",B2B,VIVEK MITTAL,,gemini
Mishmash Naturals - Pitch Deck.pdf,Mishmash Naturals,Kids' Beauty & Personal Care,D2C,Labdhi Chopda,https://www.linkedin.com/in/labdhi/details/experience/,gemini
Mishmash Naturals - Pitch Deck.pdf,Mishmash Naturals,Kids' Beauty & Personal Care,D2C,Kanika Singh,https://www.linkedin.com/in/kanika-singh-chopda-aa2b6217/,gemini
Mishmash Naturals - Pitch Deck.pdf,Mishmash Naturals,Kids' Beauty & Personal Care,D2C,Aditi Chaturvedi,https://www.linkedin.com/in/aditichaturvedi23/,gemini
Mishmash Naturals - Pitch Deck.pdf,Mishmash Naturals,Kids' Beauty & Personal Care,D2C,Mishka Chopda,,gemini
Mobipay.pdf,Cure.fit,HealthTech,B2C,Anurag Agrawal,,gemini
MOI SOI Investor Update Jul 25.pdf,MOI SOI,Food & Beverage,D2C,Deb Mukherjee,,gemini
MOI SOI Investor Update Jul 25.pdf,MOI SOI,Food & Beverage,D2C,Amit Mange,,gemini
MOI SOI Investor Update Jul 25.pdf,MOI SOI,Food & Beverage,D2C,Sneha Gomes,,gemini
MOI SOI Investor Update Jul 25.pdf,MOI SOI,Food & Beverage,D2C,Siddharth Saravanakumar,,gemini
MOI SOI Investor Update Jul 25.pdf,MOI SOI,Food & Beverage,D2C,Saugata Chatterjee,,gemini
MOI SOI Investor Update Jul 25.pdf,MOI SOI,Food & Beverage,D2C,Saptarshi Paul,,gemini
MOI SOI Investor Update Jul 25.pdf,MOI SOI,Food & Beverage,D2C,Shubhendu Singh,,gemini
MOI SOI Investor Update Jul 25.pdf,MOI SOI,Food & Beverage,D2C,Sujan Raut,,gemini
MOI SOI Investor Update Jul 25.pdf,MOI SOI,Food & Beverage,D2C,Sameer Agre,,gemini
MOI SOI Investor Update Jul 25.pdf,MOI SOI,Food & Beverage,D2C,LC Das,,gemini
MORE OFTEN - Pitchdeck .pdf,MORE OFTEN,FoodTech,D2C,Parth Parmar,,gemini
Moware-1.pdf,Moware,Wearable Technology / HealthTech / FitnessTech,"D2C / B2B (Enterprise deals, Licensing)",,,gemini
Mowito - Mar25.pdf,Error - No Text,,,,,failed
mple Investor Deck_Jan 2025_compressed.pdf,mple.ai,EdTech/AI/ML/SaaS,B2B,Ameet Verma,,gemini
mple Investor Deck_Jan 2025_compressed.pdf,mple.ai,EdTech/AI/ML/SaaS,B2B,Riddhesh Ganatra,,gemini
mple Investor Deck_Updated Jul _25 V2.1 .pdf,mple AI,"AI/ML, SaaS, EdTech, HealthTech",B2B,Ameet Verma,,gemini
mple Investor Deck_Updated Jul _25 V2.1 .pdf,mple AI,"AI/ML, SaaS, EdTech, HealthTech",B2B,Riddhesh Ganatra,,gemini
Mumfy Pitch Deck May_24.pdf,Mumfy,Social Networking / Community Platform for Mothers,B2C,Pradeep NVK,,gemini
Mumfy Pitch Deck May_24.pdf,Mumfy,Social Networking / Community Platform for Mothers,B2C,Joydeep Sarkar,,gemini
MunShot - May_25.pdf,Error - No Text,,,,,failed
MyGenie pitch deck_Apr25.pdf,MyGenie,Construction Tech,B2B,Aman Goel,,gemini
MyGenie pitch deck_Apr25.pdf,MyGenie,Construction Tech,B2B,Shivam Awasthi,,gemini
Nailinit - July_25.pdf,Error - No Text,,,,,failed
Nami - Jun_25.pdf,Error - No Text,,,,,failed
Navera - Nov_24.pdf,NAVERA,Women's Occasion Wear,D2C,Amritansu Nanda,,gemini
Navera - Nov_24.pdf,NAVERA,Women's Occasion Wear,D2C,Aniket Bose,,gemini
Nected - Mar25.pdf,Error - No Text,,,,,failed
Neoleads Investors Pitch Deck.pdf,NeoLeads,B2B Marketing Automation,B2B,NeoLeads,,gemini
NeoSapien - July_25.pdf,Error - No Text,,,,,failed
Neroex - Pitch Deck.pdf,NER EX,Sustainability SaaS,B2B,Siddharth Uttam,,gemini
Neroex - Pitch Deck.pdf,NER EX,Sustainability SaaS,B2B,Abhay Arya,,gemini
Neroex - Pitch Deck.pdf,NER EX,Sustainability SaaS,B2B,Vaibhav Uttam,,gemini
New Pitch Deck - CargoFirst-compressed.pdf,CARGOFIRST,AgriTech,B2B2C,VINAY H,,gemini
New Pitch Deck - CargoFirst-compressed.pdf,CARGOFIRST,AgriTech,B2B2C,ROHIT,,gemini
Newtrace - Feb_25.pdf,NEWTRACE,Green Hydrogen / Deep Tech,OEM,Rochan Sinha,,gemini
Newtrace - Feb_25.pdf,NEWTRACE,Green Hydrogen / Deep Tech,OEM,Prasanta Sarkar,,gemini
Nimble Vision.pdf,Nimble Vision,"IoT, AI/ML, Water Management","B2B, B2G",Vaishali Chinnayya,,gemini
Nimble Vision.pdf,Nimble Vision,"IoT, AI/ML, Water Management","B2B, B2G",Deepak Mallikarjun,,gemini
Nimble Vision.pdf,Nimble Vision,"IoT, AI/ML, Water Management","B2B, B2G",Chinnayya Math Suryawanshi,,gemini
Nimble Vision.pdf,Nimble Vision,"IoT, AI/ML, Water Management","B2B, B2G",Hunalli,,gemini
NorthStarz Investor Deck_Jun 2025.pdf,Northstarz,AI/ML,B2B,Julie Child,,gemini
NorthStarz Investor Deck_Jun 2025.pdf,Northstarz,AI/ML,B2B,Vinay Razdan,,gemini
NorthStarz Investor Deck_Jun 2025.pdf,Northstarz,AI/ML,B2B,Arnab Kumar,,gemini
NorthStarz Investor Deck_Jun 2025.pdf,Northstarz,AI/ML,B2B,Anishka John,,gemini
Nostalgia Pages Investor’s Deck.pdf,Nostalgia Pages,Alumni Engagement Platform,B2B2C,NILANJANA GIRI,,gemini
Nostalgia Pages Investor’s Deck.pdf,Nostalgia Pages,Alumni Engagement Platform,B2B2C,PRIYA ARORA,,gemini
Nostalgia Pages Investor’s Deck.pdf,Nostalgia Pages,Alumni Engagement Platform,B2B2C,VISHNU DAS,,gemini
Nostalgia Pages Investor’s Deck.pdf,Nostalgia Pages,Alumni Engagement Platform,B2B2C,LAVISH SOMVANSHI,,gemini
Nostalgia Pages Investor’s Deck.pdf,Nostalgia Pages,Alumni Engagement Platform,B2B2C,NEHA RAJPUROHIT,,gemini
Nostalgia Pages Investor’s Deck.pdf,Nostalgia Pages,Alumni Engagement Platform,B2B2C,BIKRAMJEET GHOSH,,gemini
Nostalgia Pages Investor’s Deck.pdf,Nostalgia Pages,Alumni Engagement Platform,B2B2C,ABHAY MATHUR,,gemini
Nostalgia Pages Investor’s Deck.pdf,Nostalgia Pages,Alumni Engagement Platform,B2B2C,VIJETHA SHASTRY,,gemini
Nova Nova Update July_24.pdf,Nova Nova,Food Tech / FMCG / D2C,D2C,Harsh Gadia,,gemini
Nova Nova Update July_24.pdf,Nova Nova,Food Tech / FMCG / D2C,D2C,Nidhi Gadia,,gemini
NTPL _AY Ventures Pitch Deck.pdf,Autonomous,Maritime Technology,"B2B, B2G",Neh Jawanpuria,https://linkedin.com/in/nehjpuria,gemini
NTPL _AY Ventures Pitch Deck.pdf,Autonomous,Maritime Technology,"B2B, B2G",Dinesh Sahoo,,gemini
NTPL _AY Ventures Pitch Deck.pdf,Autonomous,Maritime Technology,"B2B, B2G",G. Naveen Parkash,,gemini
NTPL _AY Ventures Pitch Deck.pdf,Autonomous,Maritime Technology,"B2B, B2G",Sha,,gemini
NTPL _AY Ventures Pitch Deck.pdf,Autonomous,Maritime Technology,"B2B, B2G",Dr. Deepak Swami,,gemini
"Nuthin, Jan 2025.pdf",NuThin,"Fashion Tech, Apparel, E-commerce",D2C,ROOPAM GUPTA,,gemini
"Nuthin, Jan 2025.pdf",NuThin,"Fashion Tech, Apparel, E-commerce",D2C,DEVIDUTTA DASH,,gemini
NutriTap Series A Pitch Deck.pdf,Nutritap,"Consumer-tech, RetailTech, Unmanned Retail","D2C, B2B",Rajesh Kumar,,gemini
